capability_id,"edition","layer","feature","direction",subset_level,"function_code","object_group","variations","qualifiers","std_reference",dut_pics_status,"backend_status","framework_status",test_case_ids,"evidence","owner","notes"
OBJ.G30.V1,IEEE1815-2012,APPLICATION,"Analog Input static variation 1",O2M,REVIEW_REQUIRED,,30,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G30.V2,IEEE1815-2012,APPLICATION,"Analog Input static variation 2",O2M,REVIEW_REQUIRED,,30,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G30.V3,IEEE1815-2012,APPLICATION,"Analog Input static variation 3",O2M,REVIEW_REQUIRED,,30,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G30.V4,IEEE1815-2012,APPLICATION,"Analog Input static variation 4",O2M,REVIEW_REQUIRED,,30,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G30.V5,IEEE1815-2012,APPLICATION,"Analog Input static variation 5",O2M,REVIEW_REQUIRED,,30,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G30.V6,IEEE1815-2012,APPLICATION,"Analog Input static variation 6",O2M,REVIEW_REQUIRED,,30,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G31.V0,IEEE1815-2012,APPLICATION,"Frozen Analog Input static variation 0",O2M,REVIEW_REQUIRED,,31,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G31.V1,IEEE1815-2012,APPLICATION,"Frozen Analog Input static variation 1",O2M,REVIEW_REQUIRED,,31,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G31.V2,IEEE1815-2012,APPLICATION,"Frozen Analog Input static variation 2",O2M,REVIEW_REQUIRED,,31,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G31.V3,IEEE1815-2012,APPLICATION,"Frozen Analog Input static variation 3",O2M,REVIEW_REQUIRED,,31,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G31.V4,IEEE1815-2012,APPLICATION,"Frozen Analog Input static variation 4",O2M,REVIEW_REQUIRED,,31,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G31.V5,IEEE1815-2012,APPLICATION,"Frozen Analog Input static variation 5",O2M,REVIEW_REQUIRED,,31,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G31.V6,IEEE1815-2012,APPLICATION,"Frozen Analog Input static variation 6",O2M,REVIEW_REQUIRED,,31,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G31.V7,IEEE1815-2012,APPLICATION,"Frozen Analog Input static variation 7",O2M,REVIEW_REQUIRED,,31,7,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G31.V8,IEEE1815-2012,APPLICATION,"Frozen Analog Input static variation 8",O2M,REVIEW_REQUIRED,,31,8,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G32.V0,IEEE1815-2012,APPLICATION,"Analog Input event variation 0",O2M,REVIEW_REQUIRED,,32,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G32.V1,IEEE1815-2012,APPLICATION,"Analog Input event variation 1",O2M,REVIEW_REQUIRED,,32,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G32.V2,IEEE1815-2012,APPLICATION,"Analog Input event variation 2",O2M,REVIEW_REQUIRED,,32,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G32.V3,IEEE1815-2012,APPLICATION,"Analog Input event variation 3",O2M,REVIEW_REQUIRED,,32,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G32.V4,IEEE1815-2012,APPLICATION,"Analog Input event variation 4",O2M,REVIEW_REQUIRED,,32,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G32.V5,IEEE1815-2012,APPLICATION,"Analog Input event variation 5",O2M,REVIEW_REQUIRED,,32,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G32.V6,IEEE1815-2012,APPLICATION,"Analog Input event variation 6",O2M,REVIEW_REQUIRED,,32,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G32.V7,IEEE1815-2012,APPLICATION,"Analog Input event variation 7",O2M,REVIEW_REQUIRED,,32,7,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G32.V8,IEEE1815-2012,APPLICATION,"Analog Input event variation 8",O2M,REVIEW_REQUIRED,,32,8,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G33.V0,IEEE1815-2012,APPLICATION,"Frozen Analog Input event variation 0",O2M,REVIEW_REQUIRED,,33,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G33.V1,IEEE1815-2012,APPLICATION,"Frozen Analog Input event variation 1",O2M,REVIEW_REQUIRED,,33,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G33.V2,IEEE1815-2012,APPLICATION,"Frozen Analog Input event variation 2",O2M,REVIEW_REQUIRED,,33,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G33.V3,IEEE1815-2012,APPLICATION,"Frozen Analog Input event variation 3",O2M,REVIEW_REQUIRED,,33,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G33.V4,IEEE1815-2012,APPLICATION,"Frozen Analog Input event variation 4",O2M,REVIEW_REQUIRED,,33,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G33.V5,IEEE1815-2012,APPLICATION,"Frozen Analog Input event variation 5",O2M,REVIEW_REQUIRED,,33,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G33.V6,IEEE1815-2012,APPLICATION,"Frozen Analog Input event variation 6",O2M,REVIEW_REQUIRED,,33,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G33.V7,IEEE1815-2012,APPLICATION,"Frozen Analog Input event variation 7",O2M,REVIEW_REQUIRED,,33,7,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G33.V8,IEEE1815-2012,APPLICATION,"Frozen Analog Input event variation 8",O2M,REVIEW_REQUIRED,,33,8,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G34.V0,IEEE1815-2012,APPLICATION,"Analog Input Reporting Deadband variation 0",M2O,REVIEW_REQUIRED,,34,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G34.V1,IEEE1815-2012,APPLICATION,"Analog Input Reporting Deadband variation 1",M2O,REVIEW_REQUIRED,,34,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G34.V2,IEEE1815-2012,APPLICATION,"Analog Input Reporting Deadband variation 2",M2O,REVIEW_REQUIRED,,34,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G34.V3,IEEE1815-2012,APPLICATION,"Analog Input Reporting Deadband variation 3",M2O,REVIEW_REQUIRED,,34,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G40.V0,IEEE1815-2012,APPLICATION,"Analog Output Status static variation 0",O2M,REVIEW_REQUIRED,,40,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G40.V1,IEEE1815-2012,APPLICATION,"Analog Output Status static variation 1",O2M,REVIEW_REQUIRED,,40,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G40.V2,IEEE1815-2012,APPLICATION,"Analog Output Status static variation 2",O2M,REVIEW_REQUIRED,,40,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G40.V3,IEEE1815-2012,APPLICATION,"Analog Output Status static variation 3",O2M,REVIEW_REQUIRED,,40,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G40.V4,IEEE1815-2012,APPLICATION,"Analog Output Status static variation 4",O2M,REVIEW_REQUIRED,,40,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G41.V0,IEEE1815-2012,APPLICATION,"Analog Output Command variation 0",M2O,REVIEW_REQUIRED,,41,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G41.V1,IEEE1815-2012,APPLICATION,"Analog Output Command variation 1",M2O,REVIEW_REQUIRED,,41,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G41.V2,IEEE1815-2012,APPLICATION,"Analog Output Command variation 2",M2O,REVIEW_REQUIRED,,41,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G41.V3,IEEE1815-2012,APPLICATION,"Analog Output Command variation 3",M2O,REVIEW_REQUIRED,,41,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G41.V4,IEEE1815-2012,APPLICATION,"Analog Output Command variation 4",M2O,REVIEW_REQUIRED,,41,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G42.V0,IEEE1815-2012,APPLICATION,"Analog Output Status event variation 0",O2M,REVIEW_REQUIRED,,42,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G42.V1,IEEE1815-2012,APPLICATION,"Analog Output Status event variation 1",O2M,REVIEW_REQUIRED,,42,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G42.V2,IEEE1815-2012,APPLICATION,"Analog Output Status event variation 2",O2M,REVIEW_REQUIRED,,42,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G42.V3,IEEE1815-2012,APPLICATION,"Analog Output Status event variation 3",O2M,REVIEW_REQUIRED,,42,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G42.V4,IEEE1815-2012,APPLICATION,"Analog Output Status event variation 4",O2M,REVIEW_REQUIRED,,42,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G42.V5,IEEE1815-2012,APPLICATION,"Analog Output Status event variation 5",O2M,REVIEW_REQUIRED,,42,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G42.V6,IEEE1815-2012,APPLICATION,"Analog Output Status event variation 6",O2M,REVIEW_REQUIRED,,42,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G42.V7,IEEE1815-2012,APPLICATION,"Analog Output Status event variation 7",O2M,REVIEW_REQUIRED,,42,7,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G42.V8,IEEE1815-2012,APPLICATION,"Analog Output Status event variation 8",O2M,REVIEW_REQUIRED,,42,8,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G43.V0,IEEE1815-2012,APPLICATION,"Analog Output Command event variation 0",O2M,REVIEW_REQUIRED,,43,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G43.V1,IEEE1815-2012,APPLICATION,"Analog Output Command event variation 1",O2M,REVIEW_REQUIRED,,43,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G43.V2,IEEE1815-2012,APPLICATION,"Analog Output Command event variation 2",O2M,REVIEW_REQUIRED,,43,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G43.V3,IEEE1815-2012,APPLICATION,"Analog Output Command event variation 3",O2M,REVIEW_REQUIRED,,43,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G43.V4,IEEE1815-2012,APPLICATION,"Analog Output Command event variation 4",O2M,REVIEW_REQUIRED,,43,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G43.V5,IEEE1815-2012,APPLICATION,"Analog Output Command event variation 5",O2M,REVIEW_REQUIRED,,43,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G43.V6,IEEE1815-2012,APPLICATION,"Analog Output Command event variation 6",O2M,REVIEW_REQUIRED,,43,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G43.V7,IEEE1815-2012,APPLICATION,"Analog Output Command event variation 7",O2M,REVIEW_REQUIRED,,43,7,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G43.V8,IEEE1815-2012,APPLICATION,"Analog Output Command event variation 8",O2M,REVIEW_REQUIRED,,43,8,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G50.V1,IEEE1815-2012,APPLICATION,"Time and Date variation 1",BIDIRECTIONAL,REVIEW_REQUIRED,,50,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G50.V2,IEEE1815-2012,APPLICATION,"Time and Date variation 2",BIDIRECTIONAL,REVIEW_REQUIRED,,50,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G50.V3,IEEE1815-2012,APPLICATION,"Time and Date variation 3",BIDIRECTIONAL,REVIEW_REQUIRED,,50,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G50.V4,IEEE1815-2012,APPLICATION,"Time and Date variation 4",BIDIRECTIONAL,REVIEW_REQUIRED,,50,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G51.V1,IEEE1815-2012,APPLICATION,"Common Time of Occurrence variation 1",O2M,REVIEW_REQUIRED,,51,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G51.V2,IEEE1815-2012,APPLICATION,"Common Time of Occurrence variation 2",O2M,REVIEW_REQUIRED,,51,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G52.V1,IEEE1815-2012,APPLICATION,"Time Delay variation 1",O2M,REVIEW_REQUIRED,,52,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G52.V2,IEEE1815-2012,APPLICATION,"Time Delay variation 2",O2M,REVIEW_REQUIRED,,52,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G60.V1,IEEE1815-2012,APPLICATION,"Class Data variation 1",M2O,REVIEW_REQUIRED,,60,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G60.V2,IEEE1815-2012,APPLICATION,"Class Data variation 2",M2O,REVIEW_REQUIRED,,60,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G60.V3,IEEE1815-2012,APPLICATION,"Class Data variation 3",M2O,REVIEW_REQUIRED,,60,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G60.V4,IEEE1815-2012,APPLICATION,"Class Data variation 4",M2O,REVIEW_REQUIRED,,60,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G70.V1,IEEE1815-2012,APPLICATION,"File Control variation 1",BIDIRECTIONAL,REVIEW_REQUIRED,,70,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G70.V2,IEEE1815-2012,APPLICATION,"File Control variation 2",BIDIRECTIONAL,REVIEW_REQUIRED,,70,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G70.V3,IEEE1815-2012,APPLICATION,"File Control variation 3",BIDIRECTIONAL,REVIEW_REQUIRED,,70,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G70.V4,IEEE1815-2012,APPLICATION,"File Control variation 4",BIDIRECTIONAL,REVIEW_REQUIRED,,70,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G70.V5,IEEE1815-2012,APPLICATION,"File Control variation 5",BIDIRECTIONAL,REVIEW_REQUIRED,,70,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G70.V6,IEEE1815-2012,APPLICATION,"File Control variation 6",BIDIRECTIONAL,REVIEW_REQUIRED,,70,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G70.V7,IEEE1815-2012,APPLICATION,"File Control variation 7",BIDIRECTIONAL,REVIEW_REQUIRED,,70,7,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G70.V8,IEEE1815-2012,APPLICATION,"File Control variation 8",BIDIRECTIONAL,REVIEW_REQUIRED,,70,8,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G80.V1,IEEE1815-2012,APPLICATION,"Internal Indications variation 1",O2M,REVIEW_REQUIRED,,80,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G81.V1,IEEE1815-2012,APPLICATION,"Device Storage variation 1",O2M,REVIEW_REQUIRED,,81,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G82.V1,IEEE1815-2012,APPLICATION,"Device Profile variation 1",O2M,REVIEW_REQUIRED,,82,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G83.V1,IEEE1815-2012,APPLICATION,"Data Set Prototype variation 1",BIDIRECTIONAL,REVIEW_REQUIRED,,83,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G83.V2,IEEE1815-2012,APPLICATION,"Data Set Prototype variation 2",BIDIRECTIONAL,REVIEW_REQUIRED,,83,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G85.V0,IEEE1815-2012,APPLICATION,"Data Set Descriptor variation 0",BIDIRECTIONAL,REVIEW_REQUIRED,,85,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G85.V1,IEEE1815-2012,APPLICATION,"Data Set Descriptor variation 1",BIDIRECTIONAL,REVIEW_REQUIRED,,85,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
